country,question_id,dimension,question,retrieval_query,retrieval_rank,similarity_score,adjusted_similarity_score,rerank_bonus,source_question_id,source_title,source_url,source_saved_path,source_file_type,chunk_id,chunk_index,chunk_text,chunk_length_words
Estonia,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.","Impact | I1 | Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",1,0.6161032915115356,0.7561032772064209,0.13999998569488525,P2,MANAGEMENT STRATEGY?,https://digikogu.taltech.ee/et/Download/da54b67d-17e9-4df0-b5d4-1fff8d77d515,debug_estonia_rerun\downloads\P2\doc_7.pdf,pdf,Estonia_P2_29,29,"necessary to comply with this Directive by 17 July 2021 at the latest, many states have not yet established comprehensive open data policies since last summer. The new Estonian Public Information Act intends to solve practical bottlenecks that have arisen in the interpretation of the definition of o pen data and the principles related to reuse provided in the current law. For instance, paragraph 31, Section 83 of the Estonian Public Information Act establishes the obligation to make such open data that are updated frequently or in real time because they change continuously or expire rapidly available for reuse through the Application Programming Interface and, where appropriate, as bulk downloads immediately after collection or in the case of manual updates. If this is considered too “burdensome for th e holder”, the data shall be made available in the shortest possible time and with technical constraints that do not unduly prejudice the economic and social potential of the data. According to Section 9 of the same 14 paragraph, open data shall, as a rule, b e released for reuse without conditions.",180
Estonia,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.","Impact | I1 | Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",2,0.6024090051651001,0.7424089908599854,0.13999998569488525,P2,MANAGEMENT STRATEGY?,https://digikogu.taltech.ee/et/Download/da54b67d-17e9-4df0-b5d4-1fff8d77d515,debug_estonia_rerun\downloads\P2\doc_7.pdf,pdf,Estonia_P2_28,28,"reuse of public sector information and to increase the availability and reusability of open data to foster innovation and the economy, the smoother functio ning of the internal market and the information society. The Explanatory Memorandum to the Public Information Act also describes how allowing the reuse of data held by a public sector body provides added value for reusers, end -users, and the society, and o ften for the public authority concerned, as it promotes transparency and accountability. The amendments give effect to the requirements of Directive 2019/1024 of the European Parliament and of the Council on the reuse of public data and public sector infor mation. The Commission shall evaluate the application of this Directive no earlier than on 17 July 2025, so even though Member States had to bring into force the laws, regulations, and administrative provisions necessary to comply with this Directive by 17 July 2021 at the latest, many states have not yet established comprehensive open data policies since last summer. The new Estonian Public Information Act intends to solve practical bottlenecks that have arisen",180
Estonia,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.","Impact | I1 | Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",3,0.6311368942260742,0.741136908531189,0.11000001430511475,P2,Estonian data portal | RIA,https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal,debug_estonia_rerun\downloads\P2\doc_3.html,html,Estonia_P2_9,9,"will be able to make data-driven decisions and reduce the costs associated with duplicated data collection and responding to queries; students and researchers can use the data for research and for developing new solutions and technologies; companies can develop new business models, products, and services based on open data; the media can rely on high-quality information, thereby raising public awareness and promoting transparent governance; citizens gain a better understanding of how the state functions and use applications relying on open data to make their daily lives easier. Access to data subject to restrictions is limited in accordance with the procedure laid down by law, but such data may also be reused under certain conditions, for example, to avoid multiple requests for the same data. Examples of data with restricted access include: personal data; information relating to business, trade, and corporate secrets. To enable the reuse of data, public sector bodies are required to: provide access to open data in a manner suitable to them in accordance with the Public Information Act, and where possible, in a machine-readable as well as",180
Estonia,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.","Impact | I1 | Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",4,0.6185808777809143,0.728580892086029,0.11000001430511475,P2,Estonian data portal | RIA,https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-data-portal,debug_estonia_rerun\downloads\P2\doc_3.html,html,Estonia_P2_10,10,"secrets. To enable the reuse of data, public sector bodies are required to: provide access to open data in a manner suitable to them in accordance with the Public Information Act, and where possible, in a machine-readable as well as in an open format; publish descriptions of datasets containing both open data and restricted data in the Data Portal. Related links Estonian data portal Instructions of the data portal (in Estonian) Public Information Act Data management guidelines and practices (in Estonian) Data Description Standard (in Estonian) Open data Open data e-trainings European Data Portal Last updated: 06.05.2026 Stay tuned! On social media Information System Authority Pärnu maantee 139a, 15169 Tallinn +372 663 0200 [email protected] Open Mon–Thu 8.30–17.00 and Fri 8.30–15.45 Customer Support Processing of personal data Accessibility Help Cookies",130
Estonia,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.","Impact | I1 | Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",5,0.6729923486709595,0.7229923605918884,0.050000011920928955,P2,Andmete ja tehisintellekti valge raamat 2024-2030,https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf,debug_estonia_rerun\downloads\P2\doc_6.pdf,pdf,Estonia_P2_72,72,"materjalide eesti keelde tõlkimine ning ülevõtmine ning võtta need kasutusele avalikus sektoris. Andmete taaskasutus saab toimida ainult siis, kui erinevate osapoolte poolt hallatavad andmed on standardiseeritud, korrastatud, kirjeldatud, avalikustatud, kontrollitud kvaliteediga ning varustatud andmete taaskasutust toetava dokumentatsiooni ja toega. Avaliku sektori asutuste peamiseks arenguhüpet takistavaks probleemiks nähakse kompetentside puudust. Eriti on tunda selle mõju kohalike omavalitsuste tasandil, kus lisaks kompetentside puudumisele, ei ole avaandmete avalikustamine puuduva inimressursi tõt tu asutuse esmaseks prioriteediks. See annab märku, et oskuste arendamist, töötajate koolitamist ning toetava kogukonna loomist peab võtma tõsiselt. 36 MKM koos RIA ja teiste partneritega on alates 2018. aastast tegelenud aktiivselt avaandmete valdkonna edendamisega. Hindamaks tegevuste mõju ja täiendava sisendi saamiseks viis MKM 2022. aasta lõpus läbi lühikaardistuse, mille käigus uuriti mh avaandmete hetkeseisu as utustes. Kaardistuse tulemusel on asutuste peamisteks probleemideks: • andmehalduse alaste teadmiste ja praktiliste oskuste puudumine ja • vähene süsteemsus andmehalduse organiseerimisel ja tegevuste elluviimisel. Näiteks ei ole 2023. aasta seisuga pea 64% teabevaldajatest juurdepääsupiiranguteta andmeid avalikustanud, 55% asutustest ei vaata regulaarselt üle ega avalikusta avaandmeid avaandmete teabeväravas ning 78% teabevaldajatest ei kaardista taaskasutajate va jadusi. Samas",180
Estonia,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.","Impact | I1 | Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",6,0.6657495498657227,0.7157495617866516,0.050000011920928955,P2,Estonia’s Digital Agenda,https://mkm.ee/media/6970/download,debug_estonia_rerun\downloads\P2\doc_4.pdf,pdf,Estonia_P2_79,79,"reuse of data with the aim of supporting the improved accessibility and reuse of data, including the use of confidential data for scientific purposes, the availability of open data and consent-based data processing. Activities: + Separate software developed for digital government which is funded using taxpayers’ money and includes intellectual property of the public sector is published with an open source license – as long as it is not significant with regard to national security. + The development of digital government relies on an architectural principles that allow for reuse. Solutions created for the Estonian state based on this can be adapted more easily both with regard to business and technology (including by means of cloud technology), increasing the export of digital government solutions. + All machine-readable open data are available and reused as actively as possible. 31 Estonia’s Digital Agenda 2030 7 . Empowering digital change in public sector The continued development of technology keeps creating new opportunities Current situation: + Paper-based service provision has been replaced with digital services in Estonia but we can put digital solutions to",180
Estonia,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.","Impact | I1 | Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",7,0.6248066425323486,0.6948066353797913,0.06999999284744263,P2,Andmete ja tehisintellekti valge raamat 2024-2030,https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf,debug_estonia_rerun\downloads\P2\doc_6.pdf,pdf,Estonia_P2_16,16,"taaskasutuse parendamine, privaatsuse ja usaldusväärsuse tagamine ning tehisintellekti kasutuselevõtt. OECD andmepoliitikat viib peamiselt ellu andmehalduse ja privaatsuse töögrupp (Working Party on Data Governance and Privacy in the Digital Economy), tehisintellekti töögrupp ( Working Party and Network of Experts on AI ) ning avaandmete ekspertrühm (Expert Group on Open Government Data). OECD andmepoliitika põhialused on sätestatud mitmes deklaratsioonis, soovituses ja indeksis, neist olulisemad on: • Deklaratsioon erasektori poolt hoitavate isikuandmete ligipääsu kohta avaliku sektori poolt (OECD Declaration on Government Access to Personal Data Held by Private Sector Entities, https://www.oecd.org/digital/landmark-agreement-adopted-on-safeguarding-privacy-in-law- enforcement-and-national-security-data-access.htm); 4 ttps://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A52020DC0065&WT_mc_id=Twitter 5 https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=COM%3A2018%3A237%3AFIN 6 https://digital-strategy.ec.europa.eu/en/policies/plan-ai 11 • Soovitused andmetele ligipääsu tagamise ja jagamise parendamise kohta (OECD Recommendation on Enhancing Access to and Sharing of Data, https://legalinstruments.oecd.org/en/instruments/OECD-LEGAL-0463); • Soovitused privaatsuse kaitseks ja piiriüleseks andmevahetuseks (Recommendation of the Council concerning Guidelines Governing the Protection of Privacy and Transborder Flows of Personal Data, https://legalinstruments.oecd.org/en/instruments/OECD-LEGAL-0188); • Tehisintellekti alased soovitused (Recommendation of the Council on Artificial Intelligence, https://legalinstruments.oecd.org/en/instruments/OECD-LEGAL-0449); • Avaandmete valdkonna küpsustaseme indeks (OURdata index, https://www.oecd.org/gov/digital-government/open-government-data.htm). Nende deklaratsioonide ja soovituste peamine eesmärk on luua andmevahetuse ja taaskasutuse ökosüsteem, mis hõlmab nii avalikku kui erasektorit ning",180
Estonia,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.","Impact | I1 | Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",8,0.6087464690208435,0.6787464618682861,0.06999999284744263,P2,,https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919,debug_estonia_rerun\downloads\P2\doc_8.pdf,pdf,Estonia_P2_39,39,"to the public administration. If a data is already submitted to a public sector organization once then it should not be asked again, but it is expected that the public administration exchanges the data if it is necessary. The goal of this project is not only to change the way how EU member states collect and exchange data in their countries, but also to simplify data exchange cross-borders [41]. So far EU member states have initiated pilot projects to implement the principle, but the cross-borders implementation is still quite limited. The OOP contributes to creating a single digital market for data in the EU [42]. The OOP guides the way data should be collected and shared across the EU and affects every member state’s public administration, as well as data governance principles and practices in place. In Estonia, data governance is coordinated by the Statistics of Estonia, which is regulated by the Public Information Act and the Official Statistics Act [43]. They work in close 25 collaboration with different public sector institutions, including MKM who has a specialized unit dealing",180
Estonia,I10,Impact,"Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen?","Impact | I10 | Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen?",1,0.6369929313659668,0.6369929313659668,0.0,P2,Andmete ja tehisintellekti valge raamat 2024-2030,https://mkm.ee/sites/default/files/documents/2024-02/Tehisintellekti%20ja%20andmete%20valge%20raamat%202024-2030.pdf,debug_estonia_rerun\downloads\P2\doc_6.pdf,pdf,Estonia_P2_72,72,"materjalide eesti keelde tõlkimine ning ülevõtmine ning võtta need kasutusele avalikus sektoris. Andmete taaskasutus saab toimida ainult siis, kui erinevate osapoolte poolt hallatavad andmed on standardiseeritud, korrastatud, kirjeldatud, avalikustatud, kontrollitud kvaliteediga ning varustatud andmete taaskasutust toetava dokumentatsiooni ja toega. Avaliku sektori asutuste peamiseks arenguhüpet takistavaks probleemiks nähakse kompetentside puudust. Eriti on tunda selle mõju kohalike omavalitsuste tasandil, kus lisaks kompetentside puudumisele, ei ole avaandmete avalikustamine puuduva inimressursi tõt tu asutuse esmaseks prioriteediks. See annab märku, et oskuste arendamist, töötajate koolitamist ning toetava kogukonna loomist peab võtma tõsiselt. 36 MKM koos RIA ja teiste partneritega on alates 2018. aastast tegelenud aktiivselt avaandmete valdkonna edendamisega. Hindamaks tegevuste mõju ja täiendava sisendi saamiseks viis MKM 2022. aasta lõpus läbi lühikaardistuse, mille käigus uuriti mh avaandmete hetkeseisu as utustes. Kaardistuse tulemusel on asutuste peamisteks probleemideks: • andmehalduse alaste teadmiste ja praktiliste oskuste puudumine ja • vähene süsteemsus andmehalduse organiseerimisel ja tegevuste elluviimisel. Näiteks ei ole 2023. aasta seisuga pea 64% teabevaldajatest juurdepääsupiiranguteta andmeid avalikustanud, 55% asutustest ei vaata regulaarselt üle ega avalikusta avaandmeid avaandmete teabeväravas ning 78% teabevaldajatest ei kaardista taaskasutajate va jadusi. Samas",180
Estonia,I10,Impact,"Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen?","Impact | I10 | Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen?",2,0.5608649253845215,0.6008649468421936,0.04000002145767212,P2,,https://digikogu.taltech.ee/et/Download/86f50514-87ff-4fb1-9c79-f38c67acb919,debug_estonia_rerun\downloads\P2\doc_8.pdf,pdf,Estonia_P2_55,55,"and policy makers, the most common data use cases highlighted were fulfilling the objectives of the institution or a specific field, which directly relates to another recurring answer, which is setting metrics in place for these objectives and monitoring the fulfilment of these metrics. In addition, policymaking using data was cited as a key use case, while the undersecretaries brought out that policy impact evaluation as one of the most difficult challenges. Day -to-day operational work and strategic planning, including budget decisions, were also mentioned as an important data use case. Data governance representatives additionally brought out making data publicly accessible as open data an important use case and using data for research and innovation, either in the public sector or by academia or private sector. Quality and trustworthiness of data From all interviewees were asked questions regarding data quality and it was a topic where everyone could participate and give examples from real life, some in more detail than others. The representatives of the data governance unit had different assessments of the current situation of data quality in the",180
